Timestamp,X,Y,Z,Joint,ScenarioId
0,0.142818063,0.001994686,0.010411469,WristRight,11
1,0.142974711,0.002011692,0.010471181,WristRight,11
2,0.143082415,0.002006777,0.010499238,WristRight,11
3,0.143157305,0.001979209,0.010506074,WristRight,11
4,0.143215633,0.001921523,0.010504025,WristRight,11
5,0.143264932,0.001848692,0.010502069,WristRight,11
6,0.143328038,0.001787616,0.01051229,WristRight,11
7,0.143464008,0.00174148,0.010530714,WristRight,11
8,0.143732848,0.001640481,0.010494981,WristRight,11
9,0.144157327,0.001420323,0.010328921,WristRight,11
10,0.14468472,0.001065694,0.010001406,WristRight,11
11,0.145146098,0.000658069,0.009545698,WristRight,11
12,0.145436258,0.000330046,0.009030595,WristRight,11
13,0.145568786,0.000149737,0.008440349,WristRight,11
14,0.145590833,-1.42e-06,0.00762541,WristRight,11
15,0.145491942,-8.76e-05,0.006431515,WristRight,11
16,0.145239174,0.000226207,0.004904208,WristRight,11
17,0.144757774,0.001475666,0.0032843,WristRight,11
18,0.143941527,0.003997291,0.002011015,WristRight,11
19,0.142694626,0.007540778,0.00128252,WristRight,11
20,0.140920585,0.011118576,0.000406599,WristRight,11
21,0.138600868,0.013740197,0.0,WristRight,11
22,0.136025607,0.015071782,0.002175175,WristRight,11
23,0.133712457,0.015401691,0.009573178,WristRight,11
24,0.132109811,0.015291285,0.023386563,WristRight,11
25,0.131317854,0.015192513,0.041432807,WristRight,11
26,0.13098761,0.015180157,0.058301632,WristRight,11
27,0.130753658,0.015147315,0.070246582,WristRight,11
28,0.131239758,0.015106271,0.077001537,WristRight,11
29,0.13352626,0.015070435,0.081543249,WristRight,11
30,0.138467259,0.0149225,0.087622125,WristRight,11
31,0.145718209,0.014741182,0.097208326,WristRight,11
32,0.153694115,0.015120556,0.109414294,WristRight,11
33,0.160572087,0.016894148,0.122371177,WristRight,11
34,0.165594629,0.020703647,0.135392018,WristRight,11
35,0.168812836,0.026037704,0.149547466,WristRight,11
36,0.17072498,0.031272747,0.166677695,WristRight,11
37,0.171824071,0.035327461,0.18736932,WristRight,11
38,0.172708058,0.039506253,0.209353925,WristRight,11
39,0.174300897,0.04676856,0.228480581,WristRight,11
40,0.177521132,0.05973167,0.242088176,WristRight,11
41,0.182530782,0.077714739,0.250401812,WristRight,11
42,0.18851586,0.096846519,0.255902969,WristRight,11
43,0.19369745,0.112540015,0.261219944,WristRight,11
44,0.19695394,0.123289948,0.267506349,WristRight,11
45,0.198234368,0.130806424,0.274088044,WristRight,11
46,0.198501853,0.138478533,0.279847107,WristRight,11
47,0.198304937,0.148436359,0.283783616,WristRight,11
48,0.197614233,0.161027496,0.285823207,WristRight,11
49,0.195507759,0.175019219,0.286440249,WristRight,11
50,0.191544495,0.189526401,0.286353072,WristRight,11
51,0.186006162,0.203807616,0.286170692,WristRight,11
52,0.180081451,0.217255376,0.28616378,WristRight,11
53,0.174852378,0.228786913,0.286230455,WristRight,11
54,0.171104287,0.23812176,0.286250173,WristRight,11
55,0.168953218,0.246176829,0.285964523,WristRight,11
56,0.16802031,0.255509222,0.285037492,WristRight,11
57,0.167611127,0.268124319,0.283255983,WristRight,11
58,0.166911475,0.284115939,0.280716837,WristRight,11
59,0.165181695,0.300857628,0.277834272,WristRight,11
60,0.163065833,0.315513311,0.274880935,WristRight,11
61,0.16120459,0.326866962,0.272006873,WristRight,11
62,0.160061003,0.336656357,0.269208485,WristRight,11
63,0.159239297,0.347498233,0.266413644,WristRight,11
64,0.160064638,0.361281912,0.263603584,WristRight,11
65,0.16363935,0.377356748,0.260794473,WristRight,11
66,0.168685044,0.393907955,0.257992982,WristRight,11
67,0.17364342,0.40936734,0.255198304,WristRight,11
68,0.177557417,0.423933025,0.252352937,WristRight,11
69,0.17786686,0.438519722,0.249420128,WristRight,11
70,0.174710532,0.454089596,0.24646852,WristRight,11
71,0.169315127,0.47022769,0.243837981,WristRight,11
72,0.162589585,0.485667598,0.241961264,WristRight,11
73,0.156840214,0.499412485,0.240977683,WristRight,11
74,0.154206081,0.511721502,0.24056018,WristRight,11
75,0.152683762,0.523449814,0.240640623,WristRight,11
76,0.148850962,0.535891853,0.241228143,WristRight,11
77,0.140488057,0.550263511,0.242546675,WristRight,11
78,0.128767333,0.567130636,0.244684975,WristRight,11
79,0.116607895,0.586182825,0.247362895,WristRight,11
80,0.106858496,0.606323937,0.250049562,WristRight,11
81,0.100012191,0.625853578,0.252665208,WristRight,11
82,0.094975777,0.643425629,0.255254615,WristRight,11
