Timestamp,X,Y,Z,Joint,ScenarioId
0,0.143241919,0.000102756,0.001534812,WristRight,16
1,0.14340699,0.000124754,0.001565438,WristRight,16
2,0.143884641,0.000113799,0.001603806,WristRight,16
3,0.144702836,9.56e-05,0.001570828,WristRight,16
4,0.145928053,4.18e-05,0.001279737,WristRight,16
5,0.147565238,8.07e-05,0.000881738,WristRight,16
6,0.149484722,0.000399371,0.000508902,WristRight,16
7,0.151429532,0.001140401,0.000271051,WristRight,16
8,0.153142202,0.002289138,0.000248108,WristRight,16
9,0.154352877,0.003706718,0.000393411,WristRight,16
10,0.155010061,0.005191987,0.000761922,WristRight,16
11,0.155238696,0.00661608,0.001581321,WristRight,16
12,0.155243478,0.007867722,0.002929885,WristRight,16
13,0.155195509,0.009131821,0.004737242,WristRight,16
14,0.155187522,0.010951358,0.00731766,WristRight,16
15,0.155062745,0.013973739,0.011234583,WristRight,16
16,0.154951132,0.018399208,0.017237996,WristRight,16
17,0.155344184,0.023636422,0.025688357,WristRight,16
18,0.15707301,0.028605715,0.036855344,WristRight,16
19,0.160738247,0.032850885,0.050480543,WristRight,16
20,0.16613137,0.036980631,0.066088633,WristRight,16
21,0.172088483,0.042047672,0.082375118,WristRight,16
22,0.176854812,0.048461855,0.098069167,WristRight,16
23,0.179580835,0.055828943,0.112324267,WristRight,16
24,0.180510163,0.063478057,0.125621016,WristRight,16
25,0.180511,0.071647499,0.138302856,WristRight,16
26,0.180207963,0.081318092,0.149910583,WristRight,16
27,0.179702714,0.093228593,0.159355151,WristRight,16
28,0.17851963,0.106744324,0.167164723,WristRight,16
29,0.176697061,0.120472651,0.175717876,WristRight,16
30,0.174667924,0.132926752,0.187659578,WristRight,16
31,0.17306689,0.143756191,0.203130124,WristRight,16
32,0.172156841,0.153576246,0.219353797,WristRight,16
33,0.171848784,0.163921414,0.232783297,WristRight,16
34,0.17190814,0.176468406,0.242028286,WristRight,16
35,0.17194099,0.192977113,0.248383599,WristRight,16
36,0.171543195,0.213584039,0.253985201,WristRight,16
37,0.170315003,0.236479477,0.260170311,WristRight,16
38,0.168056943,0.258459482,0.267118894,WristRight,16
39,0.165070142,0.277629424,0.274557746,WristRight,16
40,0.161988708,0.294039593,0.282331022,WristRight,16
41,0.159438374,0.309476081,0.290588591,WristRight,16
42,0.157712871,0.324931623,0.299430271,WristRight,16
43,0.15664932,0.340152957,0.308878707,WristRight,16
44,0.155972252,0.353934454,0.318788295,WristRight,16
45,0.155540926,0.366150897,0.328644174,WristRight,16
46,0.155204119,0.377305167,0.337621787,WristRight,16
47,0.154910798,0.388356026,0.344216395,WristRight,16
48,0.154647819,0.399965501,0.347937397,WristRight,16
49,0.154405516,0.413210843,0.349748412,WristRight,16
50,0.154170741,0.428794791,0.35,WristRight,16
51,0.153836981,0.446998175,0.347879695,WristRight,16
52,0.153125402,0.466959418,0.342077286,WristRight,16
53,0.151610613,0.48726694,0.331501505,WristRight,16
54,0.148734796,0.506598866,0.317580147,WristRight,16
55,0.144319993,0.525228095,0.303731106,WristRight,16
56,0.138666421,0.544433376,0.292139707,WristRight,16
57,0.133357463,0.565396757,0.283072361,WristRight,16
58,0.129649411,0.588047167,0.27536143,WristRight,16
59,0.127947424,0.610896187,0.267744227,WristRight,16
60,0.127246354,0.631411343,0.259805342,WristRight,16
61,0.127630778,0.648079423,0.251820239,WristRight,16
62,0.129431968,0.661511985,0.244383523,WristRight,16
63,0.13362502,0.673773783,0.237807454,WristRight,16
64,0.13991563,0.687083019,0.23169932,WristRight,16
65,0.147056839,0.702876318,0.225153615,WristRight,16
66,0.153354987,0.721101227,0.217629106,WristRight,16
67,0.159028056,0.740850297,0.209063219,WristRight,16
68,0.164776073,0.76127315,0.200338207,WristRight,16
69,0.171163635,0.781392507,0.192285487,WristRight,16
70,0.177885442,0.799845993,0.185015117,WristRight,16
71,0.184082729,0.815473531,0.177999519,WristRight,16
72,0.188922678,0.828001722,0.171526092,WristRight,16
73,0.192074904,0.838719032,0.166413641,WristRight,16
74,0.193809644,0.849698727,0.163242886,WristRight,16
75,0.194708655,0.862212383,0.161874582,WristRight,16
76,0.195249286,0.876124712,0.161678365,WristRight,16
77,0.195646407,0.891194472,0.161629219,WristRight,16
78,0.195921414,0.907559236,0.160445945,WristRight,16
79,0.196214544,0.925383698,0.157268855,WristRight,16
80,0.196226689,0.943538245,0.151831831,WristRight,16
81,0.195580895,0.95972189,0.145085244,WristRight,16
82,0.193916021,0.97225245,0.138989858,WristRight,16
83,0.191077305,0.982194611,0.135000922,WristRight,16
84,0.187481106,0.992324582,0.132787706,WristRight,16
85,0.184035966,1.004699474,0.131335563,WristRight,16
86,0.181157124,1.019059807,0.129919528,WristRight,16
87,0.179157111,1.033627389,0.12849935,WristRight,16
88,0.17804802,1.046852493,0.127354847,WristRight,16
89,0.177553958,1.058550022,0.126467598,WristRight,16
90,0.177429194,1.069381126,0.125448584,WristRight,16
91,0.177473849,1.080074684,0.123987228,WristRight,16
92,0.177474554,1.091038684,0.122129962,WristRight,16
93,0.17743981,1.102322106,0.120073481,WristRight,16
94,0.177399694,1.113573158,0.117919248,WristRight,16
95,0.17730842,1.124309284,0.115705839,WristRight,16
96,0.177130431,1.134204432,0.113490183,WristRight,16
97,0.176861392,1.143416008,0.11141658,WristRight,16
