Timestamp,X,Y,Z,Joint,ScenarioId
0,0.178634876,0.012150159,0.000151528,WristRight,6
1,0.178807018,0.012350938,0.010025539,WristRight,6
2,0.178777836,0.012392931,0.019906897,WristRight,6
3,0.179052088,0.011945726,0.029796863,WristRight,6
4,0.180323724,0.010410488,0.039696859,WristRight,6
5,0.183023224,0.007681576,0.04960847,WristRight,6
6,0.186767683,0.00474924,0.059533458,WristRight,6
7,0.190790782,0.00260373,0.069473753,WristRight,6
8,0.194490986,0.00161495,0.079431463,WristRight,6
9,0.197384351,0.001402569,0.081217729,WristRight,6
10,0.200022617,0.001845717,0.082450914,WristRight,6
11,0.203222692,0.002360181,0.083284881,WristRight,6
12,0.206748011,0.003576401,0.083593955,WristRight,6
13,0.21082029,0.006002331,0.084020993,WristRight,6
14,0.215587161,0.009705358,0.085277389,WristRight,6
15,0.220859202,0.014570177,0.088016361,WristRight,6
16,0.227388261,0.020855175,0.09326538,WristRight,6
17,0.236049821,0.028164671,0.100960914,WristRight,6
18,0.246234528,0.036719744,0.110009331,WristRight,6
19,0.257406592,0.046913048,0.11960024,WristRight,6
20,0.266753549,0.058303637,0.12876276,WristRight,6
21,0.272499524,0.070499789,0.136519127,WristRight,6
22,0.274731703,0.083213383,0.142857509,WristRight,6
23,0.274874701,0.096477113,0.148360321,WristRight,6
24,0.274279209,0.109805748,0.153916639,WristRight,6
25,0.274040138,0.122919907,0.161074587,WristRight,6
26,0.273349293,0.134889372,0.170706741,WristRight,6
27,0.271933463,0.1451499,0.182164332,WristRight,6
28,0.269557036,0.153542252,0.19394758,WristRight,6
29,0.26667976,0.159729946,0.204115153,WristRight,6
30,0.263058778,0.16417646,0.212522518,WristRight,6
31,0.258634864,0.168112696,0.22074032,WristRight,6
32,0.252346839,0.173593889,0.230522943,WristRight,6
33,0.243388567,0.182897735,0.242749038,WristRight,6
34,0.231817839,0.196296483,0.256002389,WristRight,6
35,0.219566723,0.211261868,0.266974905,WristRight,6
36,0.20857751,0.227401408,0.275251628,WristRight,6
37,0.201241855,0.24290871,0.2810098,WristRight,6
38,0.196280499,0.259735313,0.28653099,WristRight,6
39,0.19204593,0.279948646,0.294124257,WristRight,6
40,0.187257497,0.302829565,0.303879305,WristRight,6
41,0.181334735,0.326304281,0.314452865,WristRight,6
42,0.175081896,0.349167868,0.32515182,WristRight,6
43,0.169592737,0.367623685,0.333689559,WristRight,6
44,0.164769601,0.381959898,0.340327461,WristRight,6
45,0.160196351,0.39219512,0.345089009,WristRight,6
46,0.155930909,0.398563964,0.347895559,WristRight,6
47,0.151375921,0.402834002,0.34927938,WristRight,6
48,0.146765206,0.406854324,0.35,WristRight,6
49,0.142666517,0.411927841,0.349691158,WristRight,6
50,0.139920351,0.418814828,0.348965027,WristRight,6
51,0.138301029,0.42714817,0.347544542,WristRight,6
52,0.137861113,0.437046726,0.345318254,WristRight,6
53,0.137691422,0.44874798,0.342594954,WristRight,6
54,0.137343211,0.463615229,0.339822752,WristRight,6
55,0.136730209,0.483897016,0.337113589,WristRight,6
56,0.135719322,0.508658036,0.334810407,WristRight,6
57,0.134388644,0.536163204,0.332620266,WristRight,6
58,0.133397113,0.563694596,0.330510986,WristRight,6
59,0.132497678,0.589416512,0.328389668,WristRight,6
60,0.130966503,0.613820122,0.325989603,WristRight,6
61,0.127699456,0.637776574,0.323451905,WristRight,6
62,0.122052202,0.660234336,0.321060711,WristRight,6
63,0.11511849,0.679337401,0.318778512,WristRight,6
64,0.109302166,0.692649331,0.31653681,WristRight,6
65,0.104932821,0.701386444,0.314005073,WristRight,6
