Timestamp,X,Y,Z,Joint,ScenarioId
0,0.149154,0.009908372,0.04084891,WristRight,14
1,0.149154,0.010101061,0.040619414,WristRight,14
2,0.149154,0.010087488,0.040958066,WristRight,14
3,0.149154,0.010054109,0.041275989,WristRight,14
4,0.149275565,0.010147371,0.040898184,WristRight,14
5,0.149610646,0.010665606,0.039216738,WristRight,14
6,0.14931917,0.011901498,0.035792776,WristRight,14
7,0.147210819,0.014142328,0.030889973,WristRight,14
8,0.141786796,0.017335027,0.02565901,WristRight,14
9,0.132794789,0.020976965,0.021173938,WristRight,14
10,0.121825261,0.02406901,0.017763912,WristRight,14
11,0.111668259,0.026055295,0.015664489,WristRight,14
12,0.104558265,0.026992501,0.014628291,WristRight,14
13,0.101186587,0.026955039,0.014271437,WristRight,14
14,0.10027102,0.026344034,0.014384548,WristRight,14
15,0.100393714,0.02529737,0.014801759,WristRight,14
16,0.100553939,0.023236675,0.015734668,WristRight,14
17,0.100472728,0.01989933,0.017906457,WristRight,14
18,0.100428204,0.015497893,0.022289208,WristRight,14
19,0.100240526,0.010102981,0.028449059,WristRight,14
20,0.100064122,0.005356165,0.036414546,WristRight,14
21,0.100940497,0.00219946,0.046391463,WristRight,14
22,0.104008989,0.000585626,0.057821608,WristRight,14
23,0.108017327,0.000407011,0.070452435,WristRight,14
24,0.111713238,0.001744448,0.084351612,WristRight,14
25,0.113946218,0.00437326,0.097552589,WristRight,14
26,0.114756629,0.008613193,0.110553628,WristRight,14
27,0.113802942,0.0131419,0.123813366,WristRight,14
28,0.110868745,0.016357102,0.137295748,WristRight,14
29,0.104940683,0.017830117,0.15125066,WristRight,14
30,0.096815043,0.018128043,0.165803873,WristRight,14
31,0.088849471,0.017837993,0.179667201,WristRight,14
32,0.083452086,0.017252537,0.193396798,WristRight,14
33,0.080798456,0.018196792,0.207772584,WristRight,14
34,0.079983493,0.02208881,0.223219581,WristRight,14
35,0.079550787,0.029865171,0.239841537,WristRight,14
36,0.079788223,0.041106022,0.25737169,WristRight,14
37,0.081821077,0.051873985,0.274163426,WristRight,14
38,0.085203597,0.059501057,0.28893459,WristRight,14
39,0.089196005,0.064419381,0.301430392,WristRight,14
40,0.092463211,0.067307882,0.311433547,WristRight,14
41,0.094023276,0.070697687,0.319172795,WristRight,14
42,0.094845429,0.077802723,0.325290599,WristRight,14
43,0.095811798,0.089699009,0.330074135,WristRight,14
44,0.096841129,0.106813177,0.333502528,WristRight,14
45,0.097737592,0.129184728,0.335998067,WristRight,14
46,0.098129029,0.15520715,0.338111172,WristRight,14
47,0.098294147,0.181997703,0.340398695,WristRight,14
48,0.09846502,0.207529712,0.343090144,WristRight,14
49,0.098069633,0.230260723,0.346028804,WristRight,14
50,0.097110236,0.249594188,0.348329218,WristRight,14
51,0.095721705,0.26824507,0.34957758,WristRight,14
52,0.094188476,0.288835565,0.35,WristRight,14
53,0.093053025,0.310515732,0.349922642,WristRight,14
54,0.092567465,0.33259281,0.349621044,WristRight,14
55,0.091727921,0.351822429,0.348570117,WristRight,14
56,0.092082187,0.36782353,0.346698804,WristRight,14
57,0.095933781,0.381968055,0.343871603,WristRight,14
58,0.102021153,0.396510099,0.340315672,WristRight,14
59,0.108406588,0.412575524,0.335646659,WristRight,14
60,0.113095031,0.432640505,0.330566125,WristRight,14
61,0.114374375,0.454898964,0.324791881,WristRight,14
62,0.113649732,0.478742166,0.318743693,WristRight,14
63,0.11338481,0.50257031,0.312284714,WristRight,14
64,0.113297619,0.526367486,0.305734626,WristRight,14
65,0.112927195,0.550016903,0.298017923,WristRight,14
66,0.112897498,0.573906745,0.289992739,WristRight,14
67,0.114352904,0.596483435,0.282295481,WristRight,14
68,0.116185443,0.61534969,0.275338259,WristRight,14
69,0.118217693,0.630914535,0.26981107,WristRight,14
70,0.122849577,0.646548094,0.265814043,WristRight,14
71,0.131744133,0.664390927,0.262355552,WristRight,14
72,0.14752756,0.684874681,0.259177048,WristRight,14
73,0.170614825,0.7075388,0.255662312,WristRight,14
74,0.194976558,0.729302422,0.250835745,WristRight,14
75,0.215191519,0.751873955,0.244500803,WristRight,14
76,0.230723363,0.777940351,0.235955005,WristRight,14
77,0.240634336,0.80777183,0.226024819,WristRight,14
78,0.247192059,0.838400136,0.216365319,WristRight,14
79,0.252425689,0.866979984,0.207793496,WristRight,14
80,0.25680524,0.89017361,0.200687539,WristRight,14
81,0.260811252,0.907975281,0.194382849,WristRight,14
82,0.26626522,0.92264388,0.186552838,WristRight,14
83,0.272630478,0.935392016,0.17686198,WristRight,14
84,0.279321506,0.946280658,0.165268004,WristRight,14
85,0.285144612,0.955870612,0.150372512,WristRight,14
86,0.28991459,0.963974841,0.133204267,WristRight,14
87,0.293692846,0.970459061,0.114453404,WristRight,14
88,0.297297358,0.975277585,0.094954734,WristRight,14
89,0.302131111,0.978061458,0.07816648,WristRight,14
90,0.308695313,0.979214202,0.065692398,WristRight,14
91,0.316324476,0.979299685,0.056239322,WristRight,14
92,0.323615533,0.978733141,0.050665942,WristRight,14
93,0.329413408,0.977424385,0.047335349,WristRight,14
94,0.332903277,0.974693875,0.045102395,WristRight,14
95,0.334727914,0.97049478,0.04390065,WristRight,14
96,0.335623141,0.965486311,0.042980106,WristRight,14
97,0.336259147,0.961171454,0.041713724,WristRight,14
98,0.336839605,0.958510766,0.040944252,WristRight,14
99,0.337839179,0.957257084,0.040439124,WristRight,14
100,0.338852925,0.956713211,0.040314404,WristRight,14
101,0.33970415,0.957794449,0.040391361,WristRight,14
102,0.340793494,0.960251356,0.040043604,WristRight,14
103,0.34063424,0.965900193,0.040096448,WristRight,14
104,0.339801299,0.975411206,0.041775389,WristRight,14
105,0.335315034,0.987443506,0.046597481,WristRight,14
106,0.32294078,1.000719342,0.054976716,WristRight,14
107,0.303630515,1.013509993,0.065324447,WristRight,14
108,0.280442488,1.022471478,0.074605256,WristRight,14
109,0.25386051,1.028564782,0.081290817,WristRight,14
110,0.228941746,1.033659556,0.084793385,WristRight,14
111,0.203773773,1.039249707,0.086116546,WristRight,14
112,0.175721116,1.045751612,0.08674724,WristRight,14
113,0.149015912,1.051125966,0.086642803,WristRight,14
114,0.127783506,1.05403951,0.085359359,WristRight,14
115,0.109239542,1.05457402,0.083695299,WristRight,14
116,0.09248729,1.054923957,0.081075582,WristRight,14
117,0.074282347,1.057168744,0.076641532,WristRight,14
118,0.053198977,1.06106627,0.070252748,WristRight,14
119,0.033421152,1.065947834,0.061298355,WristRight,14
120,0.020189701,1.07045454,0.051706189,WristRight,14
121,0.012163141,1.07290578,0.044603826,WristRight,14
122,0.007400492,1.074182075,0.040690642,WristRight,14
123,0.002849617,1.075620481,0.038368337,WristRight,14
124,-0.003555109,1.078367193,0.035478878,WristRight,14
125,-0.010871776,1.08289085,0.030197346,WristRight,14
126,-0.016672163,1.087902544,0.024554304,WristRight,14
127,-0.019997821,1.09223537,0.020287901,WristRight,14
128,-0.021160673,1.09558554,0.017364567,WristRight,14
129,-0.022010499,1.097799145,0.014635102,WristRight,14
130,-0.024129651,1.099076646,0.010586397,WristRight,14
131,-0.028104528,1.099738594,0.005765549,WristRight,14
132,-0.033153569,1.099952592,0.002058715,WristRight,14
