epoch,train_loss,val_mse,val_rmse
1,530.8596705438538,1.0472000073235432,1.02332790801558
2,512.4096332322104,0.9478000404367161,0.973550224917398
3,493.8480451283529,0.8618354381688416,0.9283509240415725
4,475.165877268999,0.7871568550405664,0.8872186061172108
5,456.35285343911085,0.7218563687946196,0.8496213090516384
6,437.3978022392183,0.6642544868546688,0.8150180898941255
7,418.28863154132375,0.6128732812634001,0.7828622364524936
8,399.011867347846,0.5663963511045719,0.7525930846776178
9,379.55186377153575,0.5236385161723013,0.7236287143088652
10,359.8899751477942,0.48355228605000333,0.6953792390127874
11,340.0041550200386,0.44528055033310543,0.6672934514387995
12,319.8695308698934,0.40823270580259835,0.6389309084733641
13,299.46033605595744,0.3721378465962995,0.6100310210114724
14,278.75305113379585,0.33703526496546504,0.5805473839106202
15,257.72990662677,0.3031965286399509,0.5506328437715561
16,236.38154389879224,0.27100886790185014,0.5205851207073154
17,214.70798172846233,0.24086197628871955,0.49077691091647696
18,192.71783793890455,0.21306770664643412,0.4615925764637405
19,170.4264019972726,0.18782068057892612,0.43338283373816977
20,147.85332067367642,0.16519243747070464,0.40643872535808473
21,125.0204641909678,0.1451463979065976,0.3809808366658323
22,101.9502522733006,0.12756225525178788,0.3571585855775945
23,78.66450162085735,0.11226208782724721,0.3350553503934047
24,55.1837406638368,0.09903395072187848,0.3146966010650234
25,31.52689503628102,0.08765113232108418,0.296059339189096
26,7.711242804433567,0.0778866920408487,0.27908187336487605
27,-16.247450760153498,0.06952363189780945,0.2636733431687956
28,-40.334693971597716,0.062361373824963165,0.24972259374146177
29,-64.53698461459126,0.05621930550099425,0.23710610599686008
30,-88.84152543258986,0.0509381299127204,0.2256947715670888
31,-113.2359696638492,0.046379668104011354,0.2153593928855005
32,-137.70821447537833,0.04242565386343581,0.2059748864872507
33,-162.24624964573948,0.03897594314426722,0.1974232588735867
34,-186.8380609240131,0.03594645204756049,0.18959549585251356
35,-211.4715822768978,0.03326704251134477,0.18239255059169704
36,-236.13468847548307,0.03087949784016715,0.17572563227989008
37,-260.81521862913337,0.028735671284393485,0.16951599123502623
38,-285.5010216853814,0.026795848392143627,0.1636943749557193
39,-310.18001594871663,0.02502733504266321,0.1582003003873988
40,-334.8402558218824,0.023403264808130438,0.1529812563947964
41,-359.46999990568764,0.021901608629543424,0.1479919208252377
42,-384.05777514578426,0.020504364235589673,0.1431934503934788
43,-408.592431880469,0.01919690035034881,0.13855287925679788
44,-433.0631845420695,0.017967430160567285,0.13404264306767188
45,-457.4596326083515,0.016806588891877264,0.12964022867874486
46,-481.77175645358125,0.01570709125830466,0.12532793486810775
47,-505.9898832721848,0.014663445932563626,0.12109271626552782
48,-530.1046194322283,0.013671706210149527,0.11692607155869698
49,-554.1067475164996,0.01272923898806831,0.11282392914656142
50,-577.9870887971789,0.01183449827118334,0.10878648018565239
51,-601.7363346545465,0.010986794653034513,0.10481791189026098
52,-625.3448530542047,0.010186058247139241,0.10092600382031996
53,-648.8024781901739,0.009432598661822984,0.09712156640943856
54,-672.0982924426487,0.0087268708679285,0.09341772245098089
55,-695.2204097521735,0.008069259253042802,0.08982905572832658
56,-718.1557684643033,0.007459893117698236,0.08637067278711123
57,-740.8899399185696,0.006898505182075228,0.08305724039525529
58,-763.4069568967935,0.0063843407465999005,0.07990206972663412
59,-785.6891638672647,0.005916119867572939,0.07691631730376162
60,-807.7170890690363,0.005492049376067958,0.07410836238959782
61,-829.4693371108413,0.005109876828509711,0.07148340246875291
62,-850.9225000809706,0.004766975273171211,0.06904328550388669
63,-872.0510852789497,0.004460446369934892,0.06678657327588301
64,-892.8274586138034,0.004187229819197627,0.06470880789504337
65,-913.2218044105111,0.0039442088410732495,0.06280293656409108
66,-933.2021046810296,0.003728304046363151,0.061059839881571515
67,-952.7341436406414,0.0035365508999394032,0.05946890700138521
68,-971.7815461325977,0.003366158643027766,0.058018606007278095
69,-990.3058614269016,0.003214550719310256,0.056697008027851485
70,-1008.2667063556739,0.0030793883092639584,0.05549223647740248
71,-1025.6219837779972,0.002958579517730356,0.05439282597668883
72,-1042.3281937694344,0.0028502771689595287,0.05338798712219378
73,-1058.340855572877,0.002752868169931299,0.052467782209002306
74,-1073.6150580371022,0.002664957142259236,0.051623222896863344
75,-1088.1061547747452,0.002585346614880149,0.050846303846790564
76,-1101.7706172480284,0.002513015606228495,0.05012998709583411
77,-1114.5670540464316,0.002447097970980416,0.049468151077035574
78,-1126.4573972781673,0.0023868614802683786,0.048855516375004966
79,-1137.408246804066,0.0023316882661791956,0.0482875580887996
80,-1147.3923496569964,0.0022810569948442773,0.04776041242330595
81,-1156.3901752874847,0.0022345269355565313,0.04727078310707927
82,-1164.391527610269,0.0021917239556026695,0.046815851542000915
83,-1171.3971131290712,0.002152328381474132,0.046393193266621904
84,-1177.4199624962048,0.0021160646154672587,0.046000702336673714
85,-1182.4865834876884,0.0020826923711751554,0.045636524529976595
86,-1186.6377102676252,0.0020519993816032938,0.04529899978590359
87,-1189.9285113836563,0.0020237954339180552,0.04498661394146102
88,-1192.4281317011314,0.001997907587151674,0.04469795954125506
89,-1194.218475098167,0.0019741764323171185,0.0444317052600631
90,-1195.3921866870542,0.001952453254738012,0.044186573240499336
91,-1196.0498637489773,0.001932597959411133,0.04396132344926769
92,-1196.2966073422172,0.0019144776186563908,0.04375474395601454
93,-1196.238111125823,0.0018979655045548763,0.043565645921469776
94,-1195.9765568937098,0.0018829404750410692,0.043392862028691644
95,-1195.60663340754,0.001869286591396946,0.04323524709536128
96,-1195.2120049066402,0.0018568928634047556,0.04309167974684621
97,-1194.8625226929619,0.0018456530379814178,0.04296106420913497
98,-1194.6123998993287,0.0018354653712051943,0.04284233153325335
99,-1194.4994665321599,0.001826232347990252,0.042734439834754494
100,-1194.5455056038727,0.0018178603407518644,0.042636373447466944
101,-1194.7575603017071,0.0018102592189298374,0.04254714113697696
102,-1195.1300133229283,0.00180334194097676,0.04246577375930833
103,-1195.6471838158188,0.0017970241772272586,0.04239132195658987
104,-1196.2861690564941,0.0017912240169469836,0.04232285454629666
105,-1197.0196740503131,0.001785861817668706,0.04225945832199824
106,-1197.8186149178337,0.0017808602474114774,0.04220023989755837
107,-1198.6543404750396,0.001776144553566247,0.042144330028679386
108,-1199.5003801287394,0.0017716430724194021,0.04209089061090775
109,-1200.3336861251441,0.0017672879609922333,0.04203912417013743
110,-1201.1353878645882,0.001763016100970344,0.04198828528256832
111,-1201.891112339507,0.001758770096844424,0.04193769303197809
112,-1202.5909469698672,0.0017544992657028836,0.041886743316983756
113,-1203.2291306699658,0.0017501605080619271,0.04183491972099298
114,-1203.8035583139356,0.0017457189560338639,0.041781801732738426
115,-1204.3151759011198,0.001741148314406885,0.04172706932444316
116,-1204.76733149954,0.001736430846382358,0.04167050331328334
117,-1205.1651330462932,0.0017315569941508911,0.041611981377373645
118,-1205.5148500258242,0.0017265246648944174,0.04155147006899296
119,-1205.823383345361,0.0017213382484389925,0.04148901358720152
120,-1206.097816945345,0.0017160074519797384,0.04142472030056134
121,-1206.3450561467312,0.0017105460508308353,0.04135874817775358
122,-1206.5715513863,0.0017049706486161223,0.04129129022706995
123,-1206.7831016111504,0.0016992995273720525,0.041222560902642286
124,-1206.9847287999846,0.0016935516488110521,0.04115278421700107
125,-1207.1806136752457,0.0016877458425606758,0.04108218400426973
126,-1207.374082106594,0.0016819001956889749,0.0410109765268882
127,-1207.5676319292415,0.0016760316377162137,0.04093936537998866
128,-1207.7629905386452,0.0016701556986467928,0.04086753844614076
129,-1207.9611945396834,0.0016642864108904352,0.04079566656999779
130,-1208.1626837780013,0.0016584363168093428,0.04072390350653216
131,-1208.3674031620503,0.0016526165490680892,0.04065238675733676
132,-1208.5749067844492,0.0016468369488774255,0.040581238878050846
133,-1208.7844597680087,0.0016411061980015286,0.04051056896664781
134,-1208.9951342921352,0.0016354319432401612,0.0404404740728909
135,-1209.2058969450186,0.001629820902293174,0.040371040391513
136,-1209.4156854096773,0.0016242789436944573,0.040302344146394976
137,-1209.6234730795125,0.001618811141692988,0.04023445217339225
138,-1209.828320877487,0.0016134218078152835,0.040167422220193365
139,-1210.0294160632316,0.0016081145066070273,0.04010130305372916
140,-1210.2260983454134,0.001602892060818025,0.040036134439004285
141,-1210.4178740794516,0.0015977565552459032,0.03997194710351127
142,-1210.6044196682265,0.001592709343497856,0.039908762740754763
143,-1210.7855756608942,0.001587751064587272,0.039846594140368785
144,-1210.961333202225,0.0015828816711286403,0.03978544546852077
145,-1211.1318146888561,0.0015781004723791799,0.03972531274111231
146,-1211.2972504568088,0.0015734061912693327,0.0396661844808564
147,-1211.4579533280505,0.0015687970345828893,0.039608042549246096
148,-1211.614292690855,0.0015642707745812468,0.039550863133201615
149,-1211.7666695441817,0.0015598248382064958,0.039494617838466244
150,-1211.9154937500107,0.0015554564018157738,0.03943927486422353
151,-1212.0611643592056,0.0015511624863166263,0.03938480019394064
152,-1212.2040536506734,0.0015469400506558163,0.03933115877590967
153,-1212.3444951558422,0.0015427860796477894,0.0392783156416844
154,-1212.482775715695,0.0015386976630268195,0.0392262369215659
155,-1212.6191313695444,0.0015346720644623514,0.03917489073963514
156,-1212.7537466589051,0.0015307067765853504,0.03912424793635464
157,-1212.8867568398916,0.0015267995634080747,0.03907428263459324
158,-1213.0182523784679,0.0015229484875077626,0.03902497261379901
159,-1213.1482850898255,0.0015191519221417016,0.03897629949266222
160,-1213.2768752817324,0.0015154085508791847,0.03892824875176361
161,-1213.404019311279,0.00151171735309991,0.03888080957361755
162,-1213.5296970729087,0.0015080775788355167,0.03883397454337525
163,-1213.6538789610445,0.001504488715452596,0.038787739241319494
164,-1213.776532022478,0.0015009504461495605,0.038742101726023596
165,-1213.8976250756923,0.001497462605247287,0.038697061971773604
166,-1214.017132692226,0.0014940251312504935,0.03865262127269629
167,-1214.1350380068052,0.001490638020096555,0.03860878164480919
168,-1214.2513344191311,0.0014873012814171636,0.03856554526280114
169,-1214.366026274512,0.0014840148987604774,0.03852291394430693
170,-1214.4791286971663,0.001480778794993375,0.038480888698071605
171,-1214.590666722703,0.001477592805343663,0.03843946936865366
172,-1214.7006739267554,0.0014744566563404192,0.03839865435585496
173,-1214.809190733969,0.001471369952653272,0.03835844043562345
174,-1214.9162625423046,0.0014683321705760842,0.03831882266688375
175,-1215.0219378553581,0.0014653426580038408,0.038279794382988015
176,-1215.12626650622,0.0014624006400895994,0.03824134725777322
177,-1215.2292980662062,0.0014595052294466028,0.03820347143188172
178,-1215.331080526794,0.0014566554399276248,0.03816615568704326
179,-1215.4316592598207,0.0014538502032605508,0.0381293876591344
180,-1215.531076290106,0.0014510883871443041,0.03809315407188415
181,-1215.6293698544528,0.0014483688140964493,0.0380574409819742
182,-1215.7265742357254,0.0014456902800481879,0.03802223402232157
183,-1215.8227198223608,0.0014430515719557333,0.037987518633832
184,-1215.9178333584757,0.0014404514845062749,0.0379532802865085
185,-1216.011938326367,0.00143788883491083,0.037919504676496366
186,-1216.105055421332,0.0014353624752003137,0.03788617789115595
187,-1216.1972030774623,0.0014328713032880013,0.037853286558606786
188,-1216.2883979810115,0.0014304142710078042,0.03782081795794221
189,-1216.3786555874337,0.0014279903906190873,0.03778876010957607
190,-1216.4679905469761,0.0014255987392091506,0.0377571018380536
191,-1216.5564170987234,0.001423238460861198,0.03772583280540269
192,-1216.6439493567677,0.0014209087682066652,0.03769494353632414
193,-1216.7306015366526,0.0014186089413575666,0.037664425408567785
194,-1216.81638808577,0.0014163383266351224,0.03763427064040331
195,-1216.901323755367,0.0014140963340342457,0.03760447226107881
196,-1216.9854235976313,0.0014118824334739457,0.03757502406484852
197,-1217.0687029312053,0.0014096961514765299,0.037545920570369956
198,-1217.151177253892,0.0014075370660229737,0.03751715695549136
199,-1217.2328621454417,0.0014054048023460727,0.037488729004143004
200,-1217.3137731525023,0.0014032990281097613,0.03746063304470122
