ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff
1.78161E+18,2026-06-16T18:13:55.053311,ground_truth,0.045304,0.653,0.124917,TRUE,,,,,,,,,-0.047377,0.913941,0.49779,0.00654,0.024867,0.00174,0,0.029665,0.005228,0.0812,-0.70952,0.233479,-0.0648,-0.050272,-0.041024
1.78161E+18,2026-06-16T18:13:55.086469,ground_truth,0.045214,0.635,0.124849,TRUE,,,,,,,,,-0.0471,0.919543,0.496753,0.00654,0.024867,0.00174,0,0.029665,0.005228,0.0812,-0.70952,0.233479,-0.0648,-0.050272,-0.041024
1.78161E+18,2026-06-16T18:13:55.119463,ground_truth,0.045284,0.649,0.122142,TRUE,,,,,,,,,-0.0471,0.919543,0.496753,0.00654,0.024867,0.00174,0,0.029665,0.005228,0.0812,-0.70952,0.233479,-0.0648,-0.050272,-0.041024
1.78161E+18,2026-06-16T18:13:55.152992,ground_truth,0.045234,0.639,0.119311,TRUE,,,,,,,,,-0.046809,0.925805,0.495136,0.00654,0.024867,0.00174,0,0.029665,0.005228,0.0812,-0.70952,0.233479,-0.0648,-0.050272,-0.041024
1.78161E+18,2026-06-16T18:13:55.189427,ground_truth,0.045304,0.653,0.116656,TRUE,,,,,,,,,-0.046809,0.925805,0.495136,0.00654,0.019634,0.011339,0,0.032284,0.00567,0.08204,-0.69776,0.326854,-0.065568,-0.051712,-0.042144
1.78161E+18,2026-06-16T18:13:55.222449,ground_truth,0.045284,0.649,0.113861,TRUE,,,,,,,,,-0.046492,0.932124,0.492813,0.004796,0.010029,0.085519,0,0.072426,0.002609,0.0721,-0.44786,0.363706,-0.068288,-0.056896,-0.037792
1.78161E+18,2026-06-16T18:13:55.254203,ground_truth,0.042587,0.658,0.108464,TRUE,,,,,,,,,-0.046492,0.932124,0.492813,0.004796,0.010029,0.085519,0,0.072426,0.002609,0.0721,-0.44786,0.363706,-0.068288,-0.056896,-0.037792
1.78161E+18,2026-06-16T18:13:55.288052,ground_truth,0.042587,0.658,0.108464,TRUE,,,,,,,,,-0.046043,0.938185,0.489641,0.004796,0.010029,0.085519,0,0.072426,0.002609,0.0721,-0.44786,0.363706,-0.068288,-0.056896,-0.037792
1.78161E+18,2026-06-16T18:13:55.320093,ground_truth,0.042554,0.653,0.105642,TRUE,,,,,,,,,-0.046043,0.938185,0.489641,0.004796,0.010029,0.085519,0,0.072426,0.002609,0.0721,-0.44786,0.363706,-0.068288,-0.056896,-0.037792
1.78161E+18,2026-06-16T18:13:55.353544,ground_truth,0.042494,0.644,0.099968,TRUE,,,,,,,,,-0.04535,0.944476,0.486011,0.005233,0.060207,0.150531,0,0.091624,0.005228,0.08946,-0.3927,0.377733,-0.069632,-0.057344,-0.034304
1.78161E+18,2026-06-16T18:13:55.390921,ground_truth,0.042647,0.667,0.097664,TRUE,,,,,,,,,-0.04535,0.944476,0.486011,0.008285,0.07679,0.172785,0,0.094675,0.008289,0.07644,-0.37324,0.379974,-0.069632,-0.060224,-0.03072
1.78161E+18,2026-06-16T18:13:55.422005,ground_truth,0.042554,0.653,0.097381,TRUE,,,,,,,,,-0.044674,0.950733,0.481742,0.00654,0.085081,0.178458,0,0.091624,0.008289,0.07812,-0.39144,0.377733,-0.069344,-0.05728,-0.031232
1.78161E+18,2026-06-16T18:13:55.454959,ground_truth,0.040028,0.68,0.092508,TRUE,,,,,,,,,-0.044674,0.950733,0.481742,0.007853,0.089883,0.178458,0,0.089005,0.005228,0.07812,-0.38654,0.37018,-0.069344,-0.058944,-0.03296
1.78161E+18,2026-06-16T18:13:55.493975,ground_truth,0.039954,0.671,0.089573,TRUE,,,,,,,,,-0.044097,0.956917,0.477138,0.007853,0.089883,0.178458,0,0.089005,0.005228,0.07812,-0.38654,0.37018,-0.069344,-0.058944,-0.03296
1.78161E+18,2026-06-16T18:13:55.519618,ground_truth,0.037392,0.687,0.087277,TRUE,,,,,,,,,-0.044097,0.956917,0.477138,0.007853,0.089883,0.178458,0,0.089005,0.005228,0.07812,-0.38654,0.37018,-0.069344,-0.058944,-0.03296
1.78161E+18,2026-06-16T18:13:55.555806,ground_truth,0.037502,0.698,0.084892,TRUE,,,,,,,,,-0.043385,0.963225,0.472278,0.007853,0.089883,0.178458,0,0.089005,0.005228,0.07812,-0.38654,0.37018,-0.069344,-0.058944,-0.03296
1.78161E+18,2026-06-16T18:13:55.592585,ground_truth,0.037233,0.671,0.084125,TRUE,,,,,,,,,-0.043385,0.963225,0.472278,0.00654,0.092934,0.178458,0,0.085954,0.007847,0.07644,-0.39886,0.380389,-0.069344,-0.055488,-0.031168
1.78161E+18,2026-06-16T18:13:55.622741,ground_truth,0.037502,0.698,0.084892,TRUE,,,,,,,,,-0.042516,0.969831,0.467311,0.00654,0.130457,0.197216,0,0.069807,0.008289,0.08512,-0.36694,0.390017,-0.069792,-0.056768,-0.032672
1.78161E+18,2026-06-16T18:13:55.654694,ground_truth,0.040177,0.698,0.084892,TRUE,,,,,,,,,-0.042516,0.969831,0.467311,0.00654,0.138748,0.202889,0,0.067188,0.00567,0.08302,-0.37072,0.390183,-0.070528,-0.05248,-0.0328
1.78161E+18,2026-06-16T18:13:55.688773,ground_truth,0.04007,0.685,0.084523,TRUE,,,,,,,,,-0.041662,0.97665,0.462491,0.00654,0.143988,0.21031,0,0.064568,0.00567,0.08764,-0.35896,0.396159,-0.070528,-0.05376,-0.032576
1.78161E+18,2026-06-16T18:13:55.724896,ground_truth,0.040177,0.698,0.084892,TRUE,,,,,,,,,-0.041662,0.97665,0.462491,0.004796,0.153586,0.213797,0,0.05934,0.005228,0.07532,-0.36288,0.398234,-0.070528,-0.051872,-0.033408
1.78161E+18,2026-06-16T18:13:55.754228,ground_truth,0.045529,0.698,0.084892,TRUE,,,,,,,,,-0.04088,0.983523,0.457978,0.004796,0.15533,0.213797,0,0.056721,0.005228,0.0833,-0.3633,0.394084,-0.070528,-0.053888,-0.034464
1.78161E+18,2026-06-16T18:13:55.788716,ground_truth,0.04282,0.693,0.082062,TRUE,,,,,,,,,-0.04088,0.983523,0.457978,0.003051,0.161439,0.209871,0,0.048432,0.002609,0.10528,-0.34342,0.376571,-0.0704,-0.049536,-0.035744
1.78161E+18,2026-06-16T18:13:55.820284,ground_truth,0.042966,0.715,0.082724,TRUE,,,,,,,,,-0.040622,0.990156,0.453895,0.003489,0.164928,0.209871,0,0.045812,0.002609,0.10416,-0.37002,0.370761,-0.070688,-0.049664,-0.035296
1.78161E+18,2026-06-16T18:13:55.854953,ground_truth,0.042993,0.719,0.082844,TRUE,,,,,,,,,-0.040622,0.990156,0.453895,0.003489,0.166673,0.202458,0,0.037523,0.005228,0.10374,-0.371,0.386365,-0.071296,-0.048928,-0.033952
1.78161E+18,2026-06-16T18:13:55.887519,ground_truth,0.045615,0.715,0.082724,TRUE,,,,,,,,,-0.040542,0.99694,0.45051,0.003489,0.166673,0.202458,0,0.037523,0.005228,0.10374,-0.371,0.386365,-0.071296,-0.048928,-0.033952
1.78161E+18,2026-06-16T18:13:55.922066,ground_truth,0.045635,0.719,0.082844,TRUE,,,,,,,,,-0.040542,0.99694,0.45051,0.003489,0.166673,0.202458,0,0.037523,0.005228,0.10374,-0.371,0.386365,-0.071296,-0.048928,-0.033952
1.78161E+18,2026-06-16T18:13:55.957217,ground_truth,0.045655,0.723,0.082965,TRUE,,,,,,,,,-0.040738,1.00437,0.448062,0.003489,0.166673,0.202458,0,0.037523,0.005228,0.10374,-0.371,0.386365,-0.071296,-0.048928,-0.033952
1.78161E+18,2026-06-16T18:13:55.987883,ground_truth,0.045615,0.715,0.082724,TRUE,,,,,,,,,-0.040738,1.00437,0.448062,0.003051,0.16973,0.204637,0,0.034903,0.002609,0.09478,-0.36946,0.372255,-0.071424,-0.048384,-0.034016
1.78161E+18,2026-06-16T18:13:56.023761,ground_truth,0.045635,0.719,0.080199,TRUE,,,,,,,,,-0.041265,1.011754,0.446322,0,0.183255,0.215544,0,0.034903,0.002609,0.1078,-0.38556,0.402218,-0.073856,-0.04336,-0.034016
1.78161E+18,2026-06-16T18:13:56.057126,ground_truth,0.042993,0.719,0.077554,TRUE,,,,,,,,,-0.041265,1.011754,0.446322,0.001307,0.182817,0.21947,0,0.035335,0,0.09576,-0.3787,0.391179,-0.074464,-0.045824,-0.033792
1.78161E+18,2026-06-16T18:13:56.088622,ground_truth,0.04302,0.723,0.075049,TRUE,,,,,,,,,-0.042101,1.0184,0.444895,0.001744,0.186313,0.228637,0,0.040142,0,0.08554,-0.38528,0.399064,-0.074592,-0.044928,-0.033632
1.78161E+18,2026-06-16T18:13:56.120511,ground_truth,0.043046,0.727,0.072557,TRUE,,,,,,,,,-0.042101,1.0184,0.444895,0.001744,0.186313,0.228637,0,0.040142,0,0.08554,-0.38528,0.399064,-0.074592,-0.044928,-0.033632
1.78161E+18,2026-06-16T18:13:56.155695,ground_truth,0.04302,0.723,0.07241,TRUE,,,,,,,,,-0.04301,1.024063,0.443241,0.001744,0.186313,0.228637,0,0.040142,0,0.08554,-0.38528,0.399064,-0.074592,-0.044928,-0.033632
1.78161E+18,2026-06-16T18:13:56.186823,ground_truth,0.043046,0.727,0.069925,TRUE,,,,,,,,,-0.04301,1.024063,0.443241,0.001744,0.186313,0.228637,0,0.040142,0,0.08554,-0.38528,0.399064,-0.074592,-0.044928,-0.033632
1.78161E+18,2026-06-16T18:13:56.227909,ground_truth,0.043046,0.727,0.069925,TRUE,,,,,,,,,-0.043607,1.028781,0.441204,0.001744,0.186313,0.228637,0,0.040142,0,0.08554,-0.38528,0.399064,-0.074592,-0.044928,-0.033632
1.78161E+18,2026-06-16T18:13:56.256024,ground_truth,0.04308,0.732,0.070116,TRUE,,,,,,,,,-0.043607,1.028781,0.441204,0,0.188057,0.230377,0,0.043193,0.003051,0.0966,-0.39144,0.407032,-0.07552,-0.045152,-0.0344
1.78161E+18,2026-06-16T18:13:56.287544,ground_truth,0.043133,0.74,0.070423,TRUE,,,,,,,,,-0.043721,1.033057,0.439062,0.007853,0.186313,0.263538,0,0.080716,0.008289,0.09198,-0.41748,0.413838,-0.081088,-0.053888,-0.038304
1.78161E+18,2026-06-16T18:13:56.321622,ground_truth,0.043063,0.7295,0.070021,TRUE,,,,,,,,,-0.043721,1.033057,0.439062,0.011342,0.186313,0.284051,0,0.096863,0.010467,0.0966,-0.42686,0.418818,-0.081824,-0.057504,-0.037184
1.78161E+18,2026-06-16T18:13:56.355225,ground_truth,0.04308,0.732,0.067492,TRUE,,,,,,,,,-0.043754,1.037513,0.437396,0.011342,0.187619,0.290155,0,0.105152,0.013517,0.0917,-0.42056,0.417822,-0.081216,-0.056832,-0.035584
1.78161E+18,2026-06-16T18:13:56.388290,ground_truth,0.043133,0.74,0.067812,TRUE,,,,,,,,,-0.043754,1.037513,0.437396,0.011342,0.187619,0.290155,0,0.105152,0.013517,0.0917,-0.42056,0.417822,-0.081216,-0.056832,-0.035584
1.78161E+18,2026-06-16T18:13:56.421390,ground_truth,0.043159,0.744,0.067972,TRUE,,,,,,,,,-0.043579,1.040693,0.435015,0.011342,0.187619,0.290155,0,0.105152,0.013517,0.0917,-0.42056,0.417822,-0.081216,-0.056832,-0.035584
1.78161E+18,2026-06-16T18:13:56.454985,ground_truth,0.04579,0.75,0.068211,TRUE,,,,,,,,,-0.043579,1.040693,0.435015,0.014394,0.184568,0.29365,0,0.107772,0.013517,0.08638,-0.3983,0.4233,-0.080928,-0.058784,-0.035296
1.78161E+18,2026-06-16T18:13:56.487380,ground_truth,0.04574,0.74,0.067812,TRUE,,,,,,,,,-0.043415,1.043826,0.432957,0.021378,0.176277,0.315903,0,0.137436,0.021807,0.08708,-0.41818,0.403712,-0.082272,-0.066176,-0.037472
1.78161E+18,2026-06-16T18:13:56.525007,ground_truth,0.04578,0.748,0.065534,TRUE,,,,,,,,,-0.043415,1.043826,0.432957,0.02094,0.171475,0.303248,0,0.132208,0.021375,0.0889,-0.42924,0.407364,-0.081312,-0.06496,-0.035136
1.78161E+18,2026-06-16T18:13:56.555362,ground_truth,0.04574,0.74,0.065201,TRUE,,,,,,,,,-0.043465,1.047263,0.431094,0.02094,0.168424,0.295397,0,0.129147,0.021375,0.0861,-0.4501,0.399977,-0.080992,-0.059776,-0.033632
1.78161E+18,2026-06-16T18:13:56.587523,ground_truth,0.04578,0.748,0.062936,TRUE,,,,,,,,,-0.043465,1.047263,0.431094,0.019634,0.156637,0.269649,0,0.113,0.018756,0.09296,-0.48874,0.416411,-0.081216,-0.059328,-0.031392
1.78161E+18,2026-06-16T18:13:56.620507,ground_truth,0.04574,0.74,0.062591,TRUE,,,,,,,,,-0.043885,1.05068,0.429451,0.019634,0.151841,0.262229,0,0.113442,0.021807,0.08484,-0.46984,0.396325,-0.081536,-0.061184,-0.030624
1.78161E+18,2026-06-16T18:13:56.654341,ground_truth,0.04836,0.744,0.062763,TRUE,,,,,,,,,-0.043885,1.05068,0.429451,0.017889,0.137441,0.241723,0,0.099482,0.019198,0.07154,-0.43582,0.392175,-0.080928,-0.053056,-0.03296
1.78161E+18,2026-06-16T18:13:56.689095,ground_truth,0.04836,0.744,0.060159,TRUE,,,,,,,,,-0.044526,1.053599,0.428003,0.017889,0.137441,0.241723,0,0.099482,0.019198,0.07154,-0.43582,0.392175,-0.080928,-0.053056,-0.03296
1.78161E+18,2026-06-16T18:13:56.720168,ground_truth,0.048347,0.74,0.05998,TRUE,,,,,,,,,-0.044526,1.053599,0.428003,0.017889,0.137441,0.241723,0,0.099482,0.019198,0.07154,-0.43582,0.392175,-0.080928,-0.053056,-0.03296
1.78161E+18,2026-06-16T18:13:56.753603,ground_truth,0.048303,0.727,0.056765,TRUE,,,,,,,,,-0.045353,1.055999,0.426568,0.017889,0.137441,0.241723,0,0.099482,0.019198,0.07154,-0.43582,0.392175,-0.080928,-0.053056,-0.03296
1.78161E+18,2026-06-16T18:13:56.786643,ground_truth,0.048333,0.736,0.057183,TRUE,,,,,,,,,-0.045353,1.055999,0.426568,0.014831,0.135697,0.232124,0,0.096863,0.016137,0.07714,-0.44422,0.397404,-0.08064,-0.055104,-0.03456
1.78161E+18,2026-06-16T18:13:56.824775,ground_truth,0.05094,0.732,0.054374,TRUE,,,,,,,,,-0.046074,1.05687,0.424321,0.00654,0.109517,0.17671,0,0.064568,0.007847,0.06006,-0.46396,0.379476,-0.08016,-0.04576,-0.036512
1.78161E+18,2026-06-16T18:13:56.864610,ground_truth,0.050931,0.727,0.054133,TRUE,,,,,,,,,-0.046074,1.05687,0.424321,0.004796,0.107772,0.167112,0,0.05934,0.007847,0.06944,-0.47138,0.382547,-0.08048,-0.045984,-0.03824
1.78161E+18,2026-06-16T18:13:56.889726,ground_truth,0.050947,0.736,0.051949,TRUE,,,,,,,,,-0.047465,1.056344,0.422499,0.004796,0.104283,0.161877,0,0.05934,0.00567,0.07532,-0.4879,0.379144,-0.08064,-0.042912,-0.03808
1.78161E+18,2026-06-16T18:13:56.921266,ground_truth,0.050924,0.723,0.048663,TRUE,,,,,,,,,-0.047465,1.056344,0.422499,0.004796,0.10297,0.154018,0,0.054101,0.00567,0.0861,-0.518,0.399064,-0.081216,-0.04688,-0.038528
1.78161E+18,2026-06-16T18:13:56.954282,ground_truth,0.050931,0.727,0.046237,TRUE,,,,,,,,,-0.048109,1.055606,0.420016,0.004796,0.099919,0.15271,0,0.051482,0.005228,0.08274,-0.49224,0.392756,-0.081376,-0.046144,-0.03792
1.78161E+18,2026-06-16T18:13:56.987551,ground_truth,0.05094,0.732,0.043878,TRUE,,,,,,,,,-0.048109,1.055606,0.420016,0.00654,0.096423,0.150531,0,0.051482,0.008289,0.08736,-0.49532,0.390017,-0.081824,-0.042912,-0.03808
1.78161E+18,2026-06-16T18:13:57.025593,ground_truth,0.050947,0.736,0.044097,TRUE,,,,,,,,,-0.048654,1.053251,0.417407,0.008285,0.095116,0.150531,0,0.053659,0.010467,0.08582,-0.49098,0.397902,-0.082272,-0.044416,-0.038624
1.78161E+18,2026-06-16T18:13:57.055172,ground_truth,0.050931,0.727,0.040973,TRUE,,,,,,,,,-0.048654,1.053251,0.417407,0.010029,0.093372,0.148784,0,0.053659,0.010467,0.07966,-0.49,0.378978,-0.081984,-0.043136,-0.039136
1.78161E+18,2026-06-16T18:13:57.092834,ground_truth,0.05094,0.732,0.041255,TRUE,,,,,,,,,-0.049374,1.051717,0.414284,0.011342,0.09119,0.147037,0,0.053659,0.010898,0.0833,-0.49686,0.385535,-0.081984,-0.046816,-0.0408
1.78161E+18,2026-06-16T18:13:57.124559,ground_truth,0.050947,0.736,0.04148,TRUE,,,,,,,,,-0.049374,1.051717,0.414284,0.01178,0.086388,0.131765,0,0.048432,0.013517,0.084,-0.50988,0.383958,-0.081664,-0.043968,-0.038304
1.78161E+18,2026-06-16T18:13:57.159815,ground_truth,0.053561,0.74,0.039095,TRUE,,,,,,,,,-0.050084,1.050034,0.411394,0.012649,0.079847,0.116932,0,0.037523,0.013517,0.07644,-0.52752,0.369848,-0.081376,-0.041408,-0.040032
1.78161E+18,2026-06-16T18:13:57.191910,ground_truth,0.053562,0.748,0.039559,TRUE,,,,,,,,,-0.050084,1.050034,0.411394,0.014831,0.065447,0.087266,0,0.021375,0.013517,0.07056,-0.5523,0.351505,-0.080992,-0.039808,-0.040256
1.78161E+18,2026-06-16T18:13:57.226024,ground_truth,0.053562,0.748,0.039559,TRUE,,,,,,,,,-0.050809,1.049364,0.408268,0.014394,0.052354,0.055845,0,0.003051,0.013517,0.06132,-0.57218,0.340466,-0.080704,-0.041184,-0.038848
1.78161E+18,2026-06-16T18:13:57.260341,ground_truth,0.053562,0.748,0.039559,TRUE,,,,,,,,,-0.050809,1.049364,0.408268,0.014831,0.047558,0.044499,0,0,0.013517,0.06314,-0.57834,0.339221,-0.080384,-0.033568,-0.038144
1.78161E+18,2026-06-16T18:13:57.294792,ground_truth,0.053562,0.748,0.039559,TRUE,,,,,,,,,-0.051579,1.050557,0.405714,0.013087,0.030976,0.007413,0,0.013517,0.013517,0.05698,-0.56476,0.316894,-0.079488,0.055552,-0.037568
1.78161E+18,2026-06-16T18:13:57.368271,ground_truth,0.056162,0.744,0.039327,TRUE,,,,,,,,,-0.051845,1.051574,0.404773,0.013087,0.030976,0.007413,0,0.013517,0.013517,0.05698,-0.56476,0.316894,-0.079488,0.055552,-0.037568
1.78161E+18,2026-06-16T18:13:57.409659,ground_truth,0.056155,0.748,0.039559,TRUE,,,,,,,,,-0.052339,1.052478,0.403704,0.013087,0.027487,0.00174,0,0.032284,0.013517,0.04648,-0.57008,0.281287,-0.079488,0.042976,-0.036864
1.78161E+18,2026-06-16T18:13:57.444050,ground_truth,0.056155,0.748,0.039559,TRUE,,,,,,,,,-0.052339,1.052478,0.403704,0.008285,0.01178,0.113445,0,0.096863,0.007847,0.06692,-0.89516,0.075032,-0.077696,0.056672,-0.035744
1.78161E+18,2026-06-16T18:13:57.480215,ground_truth,0.056162,0.744,0.036723,TRUE,,,,,,,,,-0.0529,1.054795,0.402042,0.008285,0.016138,0.122605,0,0.105152,0.007847,0.06972,-0.91756,0.091134,-0.077696,0.055168,-0.035584
1.78161E+18,2026-06-16T18:13:57.520078,ground_truth,0.053561,0.744,0.02891,TRUE,,,,,,,,,-0.0529,1.054795,0.402042,0.008285,0.016138,0.122605,0,0.105152,0.007847,0.06972,-0.91756,0.091134,-0.077696,0.055168,-0.035584
1.78161E+18,2026-06-16T18:13:57.553508,ground_truth,0.053561,0.744,0.026306,TRUE,,,,,,,,,-0.053369,1.057215,0.400089,0.008285,0.016138,0.122605,0,0.105152,0.007847,0.06972,-0.91756,0.091134,-0.077696,0.055168,-0.035584
1.78161E+18,2026-06-16T18:13:57.584838,ground_truth,0.056174,0.736,0.025777,TRUE,,,,,,,,,-0.053369,1.057215,0.400089,0.008285,0.016138,0.122605,0,0.105152,0.007847,0.06972,-0.91756,0.091134,-0.077696,0.055168,-0.035584
1.78161E+18,2026-06-16T18:13:57.620846,ground_truth,0.056168,0.74,0.023431,TRUE,,,,,,,,,-0.053908,1.059028,0.397547,0.008285,0.019196,0.128278,0,0.105152,0.007847,0.06944,-0.92092,0.091134,-0.077696,0.056768,-0.036352
1.78161E+18,2026-06-16T18:13:57.651915,ground_truth,0.056174,0.736,0.023159,TRUE,,,,,,,,,-0.053908,1.059028,0.397547,0.008285,0.019196,0.128278,0,0.105152,0.007847,0.06944,-0.92092,0.091134,-0.077696,0.056768,-0.036352
1.78161E+18,2026-06-16T18:13:57.683457,ground_truth,0.056168,0.74,0.023431,TRUE,,,,,,,,,-0.054767,1.059686,0.394941,0.008285,0.019196,0.128278,0,0.105152,0.007847,0.06944,-0.92092,0.091134,-0.077696,0.056768,-0.036352
1.78161E+18,2026-06-16T18:13:57.716687,ground_truth,0.056162,0.744,0.023702,TRUE,,,,,,,,,-0.054767,1.059686,0.394941,0.008285,0.019196,0.128278,0,0.105152,0.007847,0.06944,-0.92092,0.091134,-0.077696,0.056768,-0.036352
1.78161E+18,2026-06-16T18:13:57.748706,ground_truth,0.056188,0.727,0.022549,TRUE,,,,,,,,,-0.055134,1.060688,0.392678,0.008285,0.030976,0.00174,0,0.029665,0.010898,0.0861,-0.50526,0.149068,-0.08016,0.040128,-0.035456
1.78161E+18,2026-06-16T18:13:57.785016,ground_truth,0.056174,0.736,0.020542,TRUE,,,,,,,,,-0.055134,1.060688,0.392678,0.009598,0.03796,0.00916,0,0.016137,0.007847,0.08484,-0.53102,0.356236,-0.08032,0.039904,-0.036736
1.78161E+18,2026-06-16T18:13:57.823632,ground_truth,0.05618,0.732,0.020264,TRUE,,,,,,,,,-0.055445,1.059475,0.390425,0.009598,0.044069,0.038826,0,0.002609,0.010898,0.0833,-0.5117,0.363125,-0.08048,0.037792,-0.037472
1.78161E+18,2026-06-16T18:13:57.854458,ground_truth,0.056168,0.74,0.01821,TRUE,,,,,,,,,-0.055445,1.059475,0.390425,0.009598,0.044069,0.038826,0,0.002609,0.010898,0.0833,-0.5117,0.363125,-0.08048,0.037792,-0.037472
1.78161E+18,2026-06-16T18:13:57.883896,ground_truth,0.053562,0.756,0.016764,TRUE,,,,,,,,,-0.055749,1.057321,0.387915,0.009598,0.044069,0.038826,0,0.002609,0.010898,0.0833,-0.5117,0.363125,-0.08048,0.037792,-0.037472
1.78161E+18,2026-06-16T18:13:57.915929,ground_truth,0.053562,0.752,0.016472,TRUE,,,,,,,,,-0.055749,1.057321,0.387915,0.009598,0.044069,0.038826,0,0.002609,0.010898,0.0833,-0.5117,0.363125,-0.08048,0.037792,-0.037472
1.78161E+18,2026-06-16T18:13:57.950248,ground_truth,0.053561,0.74,0.01821,TRUE,,,,,,,,,-0.055277,1.057139,0.384767,0.008285,0.060207,0.079846,0,0.024426,0.008289,0.09198,-0.4844,0.375326,-0.080384,-0.040256,-0.03408
1.78161E+18,2026-06-16T18:13:57.983958,ground_truth,0.053561,0.744,0.018494,TRUE,,,,,,,,,-0.055277,1.057139,0.384767,0.009598,0.065447,0.087266,0,0.021375,0.008289,0.0938,-0.49098,0.354908,-0.080384,-0.04224,-0.03456
1.78161E+18,2026-06-16T18:13:58.010996,ground_truth,0.053562,0.748,0.018779,TRUE,,,,,,,,,-0.054825,1.05759,0.381899,0.009598,0.065447,0.08508,0,0.019198,0.010898,0.0994,-0.47516,0.35109,-0.080096,-0.042144,-0.033568
1.78161E+18,2026-06-16T18:13:58.048041,ground_truth,0.053562,0.752,0.016472,TRUE,,,,,,,,,-0.054825,1.05759,0.381899,0.010029,0.065447,0.074173,0,0.010467,0.010898,0.1078,-0.4907,0.339968,-0.08016,-0.04064,-0.034912
1.78161E+18,2026-06-16T18:13:58.075565,ground_truth,0.053562,0.752,0.016472,TRUE,,,,,,,,,-0.055346,1.057658,0.380691,0.01178,0.063703,0.068938,0,0.005228,0.010898,0.11032,-0.51212,0.343371,-0.08016,-0.03792,-0.033856
1.78161E+18,2026-06-16T18:13:58.103236,ground_truth,0.053562,0.756,0.016764,TRUE,,,,,,,,,-0.055346,1.057658,0.380691,0.009598,0.057156,0.051919,0,0,0.008289,0.10752,-0.52514,0.332166,-0.08016,-0.023264,-0.036192
1.78161E+18,2026-06-16T18:13:58.137377,ground_truth,0.053562,0.756,0.016764,TRUE,,,,,,,,,-0.055346,1.057658,0.380691,0.009598,0.057156,0.051919,0,0,0.008289,0.10752,-0.52514,0.332166,-0.08016,-0.023264,-0.036192
1.78161E+18,2026-06-16T18:13:58.164785,ground_truth,0.053562,0.752,0.016472,TRUE,,,,,,,,,-0.054435,1.059318,0.380133,0.009598,0.057156,0.051919,0,0,0.008289,0.10752,-0.52514,0.332166,-0.08016,-0.023264,-0.036192
1.78161E+18,2026-06-16T18:13:58.200435,ground_truth,0.053562,0.752,0.016472,TRUE,,,,,,,,,-0.054435,1.059318,0.380133,0.009598,0.057156,0.051919,0,0,0.008289,0.10752,-0.52514,0.332166,-0.08016,-0.023264,-0.036192
1.78161E+18,2026-06-16T18:13:58.235326,ground_truth,0.050975,0.752,0.016472,TRUE,,,,,,,,,-0.054033,1.062609,0.378862,0.009598,0.057156,0.051919,0,0,0.008289,0.10752,-0.52514,0.332166,-0.08016,-0.023264,-0.036192
1.78161E+18,2026-06-16T18:13:58.263348,ground_truth,0.050968,0.748,0.016181,TRUE,,,,,,,,,-0.054033,1.062609,0.378862,0.010029,0.052354,0.042759,0,0.003051,0.010467,0.10066,-0.54054,0.340798,-0.08016,0.001728,-0.034848
1.78161E+18,2026-06-16T18:13:58.294050,ground_truth,0.050968,0.748,0.016181,TRUE,,,,,,,,,-0.05294,1.064729,0.378061,0.001744,0.004796,0.072425,0.002609,0.075477,0.002609,0.105,-0.56252,0.081008,-0.080768,0.054656,-0.032
1.78161E+18,2026-06-16T18:13:58.326331,ground_truth,0.050975,0.752,0.016472,TRUE,,,,,,,,,-0.05294,1.064729,0.378061,0,0.001307,0.083771,0,0.080716,0,0.09814,-0.55706,0.085988,-0.081376,0.05504,-0.028832
1.78161E+18,2026-06-16T18:13:58.359056,ground_truth,0.0458,0.752,0.016472,TRUE,,,,,,,,,-0.052481,1.066798,0.377978,0,0.001307,0.083771,0,0.083766,0,0.09226,-0.55076,0.085324,-0.082144,0.052,-0.02384
1.78161E+18,2026-06-16T18:13:58.402642,ground_truth,0.048387,0.752,0.016472,TRUE,,,,,,,,,-0.052481,1.066798,0.377978,0,0.00654,0.068938,0,0.072857,0.002609,0.03122,-0.53592,0.106655,-0.084832,0.04976,-0.001408
1.78161E+18,2026-06-16T18:13:58.434349,ground_truth,0.048387,0.752,0.019063,TRUE,,,,,,,,,-0.051664,1.066659,0.378017,0,0.010029,0.055414,0,0.067188,0,-0.01484,-0.53284,0.107153,-0.08576,0.046656,0.00864
1.78161E+18,2026-06-16T18:13:58.461260,ground_truth,0.048374,0.748,0.018779,TRUE,,,,,,,,,-0.051664,1.066659,0.378017,0.001307,0.014831,0.038826,0,0.054101,0.002609,-0.04214,-0.53382,0.120433,-0.087264,0.046816,0.019872
1.78161E+18,2026-06-16T18:13:58.496171,ground_truth,0.04836,0.744,0.021098,TRUE,,,,,,,,,-0.050423,1.067895,0.37817,0.003489,0.021378,0.013086,0,0.034903,0.00567,-0.056,-0.4984,0.139689,-0.088448,0.039296,0.023616
