wall_time,meas_x,meas_y,meas_z
2026-06-16 19:17:51.585421,0.139865,-0.064,-0.01147
2026-06-16 19:17:51.620024,0.139865,-0.064,-0.01147
2026-06-16 19:17:51.658135,0.140189,-0.073,-0.012007
2026-06-16 19:17:51.695125,0.140549,-0.083,-0.012603
2026-06-16 19:17:51.734463,0.140549,-0.083,-0.012603
2026-06-16 19:17:51.770452,0.139865,-0.064,-0.01147
2026-06-16 19:17:51.829692,0.140873,-0.092,-0.01314
2026-06-16 19:17:51.862202,0.140189,-0.073,-0.012007
2026-06-16 19:17:51.897296,0.140549,-0.083,-0.012603
2026-06-16 19:17:51.927170,0.140549,-0.083,-0.012603
2026-06-16 19:17:51.956867,0.140189,-0.073,-0.012007
2026-06-16 19:17:51.990645,0.140189,-0.073,-0.012007
2026-06-16 19:17:52.019943,0.140549,-0.083,-0.012603
2026-06-16 19:17:52.054177,0.140189,-0.073,-0.012007
2026-06-16 19:17:52.091480,0.140873,-0.092,-0.01314
2026-06-16 19:17:52.120742,0.140189,-0.073,-0.012007
2026-06-16 19:17:52.155295,0.13918,-0.045,-0.010337
2026-06-16 19:17:52.191996,0.140189,-0.073,-0.012007
2026-06-16 19:17:52.227050,0.139865,-0.064,-0.007539
2026-06-16 19:17:52.259590,0.139865,-0.064,-0.007539
2026-06-16 19:17:52.288780,0.13918,-0.045,-0.006437
2026-06-16 19:17:52.317069,0.13918,-0.045,-0.006437
2026-06-16 19:17:52.348466,0.13918,-0.045,-0.006437
2026-06-16 19:17:52.394320,0.139541,-0.055,-0.007017
2026-06-16 19:17:52.421103,0.13918,-0.045,-0.006437
2026-06-16 19:17:52.448398,0.138208,-0.018,-0.00487
2026-06-16 19:17:52.478176,0.137884,-0.009,-0.004348
2026-06-16 19:17:52.514668,0.138208,-0.018,-0.001014
2026-06-16 19:17:52.545477,0.142398,-0.027,-0.001522
2026-06-16 19:17:52.580327,0.142398,-0.027,0.002349
2026-06-16 19:17:52.613348,0.142398,-0.027,0.002349
2026-06-16 19:17:52.645229,0.143075,-0.045,0.001364
2026-06-16 19:17:52.677325,0.142059,-0.018,0.002842
2026-06-16 19:17:52.712811,0.142398,-0.027,0.002349
2026-06-16 19:17:52.746953,0.143452,-0.055,0.004734
2026-06-16 19:17:52.787481,0.142398,-0.027,0.00622
2026-06-16 19:17:52.816152,0.146263,-0.027,0.010091
2026-06-16 19:17:52.846251,0.146263,-0.027,0.010091
2026-06-16 19:17:52.884004,0.14591,-0.018,0.010554
2026-06-16 19:17:52.912396,0.145202,-0.0,0.011479
2026-06-16 19:17:52.949831,0.146263,-0.027,0.013961
2026-06-16 19:17:52.982605,0.146617,-0.036,0.017399
2026-06-16 19:17:53.017879,0.145556,-0.009,0.018699
2026-06-16 19:17:53.068732,0.146263,-0.027,0.017832
2026-06-16 19:17:53.111471,0.142059,-0.018,0.018266
2026-06-16 19:17:53.159154,0.141381,-0.0,0.019132
2026-06-16 19:17:53.189373,0.142059,-0.018,0.018266
2026-06-16 19:17:53.223392,0.142059,-0.018,0.018266
2026-06-16 19:17:53.266125,0.14108,0.008,0.023331
2026-06-16 19:17:53.306865,0.142059,-0.018,0.025978
2026-06-16 19:17:53.363811,0.142059,-0.018,0.025978
2026-06-16 19:17:53.397165,0.142737,-0.036,0.029056
2026-06-16 19:17:53.434284,0.14108,0.008,0.030957
2026-06-16 19:17:53.466118,0.14172,-0.009,0.030223
2026-06-16 19:17:53.508610,0.14172,-0.009,0.030223
2026-06-16 19:17:53.546141,0.142737,-0.036,0.032941
2026-06-16 19:17:53.591092,0.14172,-0.009,0.034064
2026-06-16 19:17:53.630433,0.14172,-0.009,0.034064
2026-06-16 19:17:53.665904,0.137884,-0.009,0.037905
2026-06-16 19:17:53.698236,0.13756,-0.0,0.042091
2026-06-16 19:17:53.733858,0.138208,-0.018,0.041402
2026-06-16 19:17:53.769885,0.14172,-0.009,0.045587
2026-06-16 19:17:53.803995,0.14108,0.008,0.04621
2026-06-16 19:17:53.841969,0.142398,-0.027,0.048799
2026-06-16 19:17:53.878032,0.14172,-0.009,0.049429
2026-06-16 19:17:53.914509,0.142059,-0.018,0.049114
2026-06-16 19:17:53.956287,0.140402,0.026,0.050654
2026-06-16 19:17:53.998630,0.140741,0.017,0.054137
2026-06-16 19:17:54.032665,0.141381,-0.0,0.061223
2026-06-16 19:17:54.065060,0.140741,0.017,0.061734
2026-06-16 19:17:54.101220,0.140402,0.026,0.062005
2026-06-16 19:17:54.137067,0.139762,0.043,0.066272
2026-06-16 19:17:54.173109,0.139762,0.043,0.070028
2026-06-16 19:17:54.206446,0.143199,0.051,0.077727
2026-06-16 19:17:54.239168,0.144181,0.026,0.07714
2026-06-16 19:17:54.270102,0.146617,-0.036,0.079568
2026-06-16 19:17:54.299722,0.143867,0.034,0.081098
2026-06-16 19:17:54.333563,0.142531,0.068,0.085556
2026-06-16 19:17:54.363354,0.143199,0.051,0.085212
2026-06-16 19:17:54.397714,0.142845,0.06,0.089122
2026-06-16 19:17:54.431245,0.142531,0.068,0.089271
2026-06-16 19:17:54.460943,0.139762,0.043,0.088807
2026-06-16 19:17:54.493589,0.140101,0.034,0.09241
2026-06-16 19:17:54.522623,0.139122,0.06,0.09285
2026-06-16 19:17:54.556711,0.139762,0.043,0.096318
2026-06-16 19:17:54.591085,0.139122,0.06,0.096578
2026-06-16 19:17:54.621501,0.139461,0.051,0.100183
2026-06-16 19:17:54.654574,0.140402,0.026,0.103626
2026-06-16 19:17:54.692158,0.141381,-0.0,0.103314
2026-06-16 19:17:54.721265,0.141381,-0.0,0.103314
2026-06-16 19:17:54.749162,0.136624,0.026,0.103626
2026-06-16 19:17:54.780842,0.135724,0.051,0.103926
2026-06-16 19:17:54.815887,0.131986,0.051,0.103926
2026-06-16 19:17:54.847040,0.131127,0.076,0.104226
2026-06-16 19:17:54.881267,0.131127,0.076,0.107927
2026-06-16 19:17:54.914900,0.126613,0.101,0.108186
2026-06-16 19:17:54.947614,0.126874,0.093,0.111777
2026-06-16 19:17:54.981759,0.132571,0.034,0.115033
2026-06-16 19:17:55.021787,0.130268,0.101,0.115507
2026-06-16 19:17:55.058276,0.125336,0.14,0.115783
