wall_time,meas_x,meas_y,meas_z
2026-06-16 19:29:49.319184,0.12476,0.043,-0.001332
2026-06-16 19:29:49.352377,0.12504,0.034,-0.001854
2026-06-16 19:29:49.386036,0.125848,0.008,-0.003362
2026-06-16 19:29:49.418031,0.126097,-0.0,-0.003826
2026-06-16 19:29:49.451614,0.125289,0.026,-0.002318
2026-06-16 19:29:49.485353,0.126377,-0.009,-0.004348
2026-06-16 19:29:49.518527,0.126377,-0.009,-0.004348
2026-06-16 19:29:49.550420,0.126097,-0.0,-0.003826
2026-06-16 19:29:49.583558,0.125568,0.017,-0.00284
2026-06-16 19:29:49.614726,0.126097,-0.0,-0.003826
2026-06-16 19:29:49.653447,0.125568,0.017,-0.00284
2026-06-16 19:29:49.688341,0.126097,-0.0,-0.003826
2026-06-16 19:29:49.722762,0.125848,0.008,-0.003362
2026-06-16 19:29:49.755012,0.126097,-0.0,-0.003826
2026-06-16 19:29:49.787191,0.126097,-0.0,-0.003826
2026-06-16 19:29:49.823321,0.125848,0.008,-0.003362
2026-06-16 19:29:49.864910,0.12504,0.034,-0.001854
2026-06-16 19:29:49.896793,0.12504,0.034,-0.001854
2026-06-16 19:29:49.929216,0.125568,0.017,-0.00284
2026-06-16 19:29:49.971932,0.125848,0.008,-0.003362
2026-06-16 19:29:50.011980,0.125848,0.008,-0.003362
2026-06-16 19:29:50.043507,0.126656,-0.018,-0.00487
2026-06-16 19:29:50.081282,0.125568,0.017,0.000958
2026-06-16 19:29:50.115189,0.129067,0.026,0.001465
2026-06-16 19:29:50.152305,0.129067,0.026,0.001465
2026-06-16 19:29:50.187170,0.129362,0.017,0.000958
2026-06-16 19:29:50.220434,0.129656,0.008,0.004264
2026-06-16 19:29:50.256702,0.128805,0.034,0.005687
2026-06-16 19:29:50.295089,0.127954,0.06,0.003382
2026-06-16 19:29:50.336227,0.125289,0.026,0.001465
2026-06-16 19:29:50.370842,0.128511,0.043,0.002423
2026-06-16 19:29:50.405407,0.128805,0.034,0.001916
2026-06-16 19:29:50.439475,0.123734,0.076,0.004283
2026-06-16 19:29:50.476123,0.124232,0.06,0.003382
2026-06-16 19:29:50.517758,0.124232,0.06,0.003382
2026-06-16 19:29:50.551425,0.124232,0.06,0.003382
2026-06-16 19:29:50.586883,0.124232,0.06,0.003382
2026-06-16 19:29:50.622638,0.12504,0.034,0.001916
2026-06-16 19:29:50.675462,0.124511,0.051,0.002874
2026-06-16 19:29:50.718467,0.124232,0.06,0.003382
2026-06-16 19:29:50.764342,0.124232,0.06,0.003382
2026-06-16 19:29:50.803047,0.123206,0.093,0.008915
2026-06-16 19:29:50.842446,0.122709,0.109,0.00979
2026-06-16 19:29:50.876767,0.123983,0.068,0.007547
2026-06-16 19:29:50.927802,0.123983,0.068,0.007547
2026-06-16 19:29:50.967875,0.123206,0.093,0.008915
2026-06-16 19:29:51.005023,0.12476,0.043,0.006179
2026-06-16 19:29:51.041100,0.119302,0.101,0.009353
2026-06-16 19:29:51.075597,0.120038,0.076,0.007985
2026-06-16 19:29:51.116654,0.119537,0.093,0.008915
2026-06-16 19:29:51.151042,0.120038,0.076,0.007985
2026-06-16 19:29:51.195578,0.119066,0.109,0.00979
2026-06-16 19:29:51.251354,0.119537,0.093,0.008915
2026-06-16 19:29:51.292197,0.120038,0.076,0.011686
2026-06-16 19:29:51.338285,0.118831,0.117,0.013862
2026-06-16 19:29:51.380346,0.114117,0.156,0.015932
2026-06-16 19:29:51.418357,0.114562,0.14,0.018679
2026-06-16 19:29:51.457444,0.114757,0.133,0.021927
2026-06-16 19:29:51.495073,0.114979,0.125,0.021529
2026-06-16 19:29:51.534527,0.114757,0.133,0.021927
2026-06-16 19:29:51.572694,0.115424,0.109,0.028027
2026-06-16 19:29:51.605434,0.111154,0.133,0.029143
2026-06-16 19:29:51.649053,0.111363,0.125,0.028771
2026-06-16 19:29:51.686638,0.110971,0.14,0.033065
2026-06-16 19:29:51.752525,0.110971,0.14,0.036662
2026-06-16 19:29:51.800686,0.110761,0.148,0.040591
2026-06-16 19:29:51.838190,0.114562,0.14,0.047451
2026-06-16 19:29:51.879209,0.11434,0.148,0.05134
2026-06-16 19:29:51.913367,0.114562,0.14,0.054644
2026-06-16 19:29:51.946862,0.11434,0.148,0.058507
2026-06-16 19:29:51.979334,0.11434,0.148,0.06209
2026-06-16 19:29:52.010126,0.11434,0.148,0.065674
2026-06-16 19:29:52.040465,0.1137,0.171,0.066365
2026-06-16 19:29:52.075093,0.117918,0.148,0.069257
2026-06-16 19:29:52.105336,0.117918,0.148,0.069257
2026-06-16 19:29:52.134755,0.117682,0.156,0.069484
2026-06-16 19:29:52.167990,0.117447,0.164,0.069712
2026-06-16 19:29:52.200546,0.117447,0.164,0.073269
2026-06-16 19:29:52.233923,0.117241,0.171,0.073456
2026-06-16 19:29:52.266120,0.117447,0.164,0.076826
2026-06-16 19:29:52.299046,0.117005,0.179,0.077203
2026-06-16 19:29:52.332186,0.117447,0.164,0.080383
2026-06-16 19:29:52.366145,0.113283,0.186,0.0809
2026-06-16 19:29:52.400038,0.113478,0.179,0.084267
2026-06-16 19:29:52.431232,0.112866,0.201,0.091741
2026-06-16 19:29:52.468009,0.113061,0.194,0.088103
2026-06-16 19:29:52.503293,0.113061,0.194,0.091611
2026-06-16 19:29:52.534983,0.112866,0.201,0.091741
2026-06-16 19:29:52.564888,0.113283,0.186,0.091462
2026-06-16 19:29:52.599401,0.112866,0.201,0.091741
2026-06-16 19:29:52.630273,0.109192,0.208,0.091871
