wall_time,meas_x,meas_y,meas_z
2026-06-16 17:41:37.461705,0.175657,-0.073,-0.004114
2026-06-16 17:41:37.508759,0.180122,-0.083,-0.004678
2026-06-16 17:41:37.540682,0.179126,-0.064,-0.003607
2026-06-16 17:41:37.576457,0.174743,-0.055,-0.0031
2026-06-16 17:41:37.609377,0.175657,-0.073,-0.004114
2026-06-16 17:41:37.645192,0.176621,-0.092,-0.005185
2026-06-16 17:41:37.681867,0.174743,-0.055,-0.0031
2026-06-16 17:41:37.722412,0.174743,-0.055,-0.0031
2026-06-16 17:41:37.760231,0.175657,-0.073,-0.004114
2026-06-16 17:41:37.795063,0.174743,-0.055,-0.0031
2026-06-16 17:41:37.844574,0.176164,-0.083,-0.004678
2026-06-16 17:41:37.881123,0.174743,-0.055,-0.0031
2026-06-16 17:41:37.916081,0.176164,-0.083,-0.004678
2026-06-16 17:41:37.948807,0.174743,-0.055,-0.0031
2026-06-16 17:41:37.979233,0.177129,-0.102,-0.005749
2026-06-16 17:41:38.009341,0.175657,-0.073,-0.004114
2026-06-16 17:41:38.039229,0.175657,-0.073,-0.004114
2026-06-16 17:41:38.069232,0.175657,-0.073,-0.004114
2026-06-16 17:41:38.098450,0.176164,-0.083,-0.004678
2026-06-16 17:41:38.132058,0.175657,-0.073,-0.004114
2026-06-16 17:41:38.164454,0.175657,-0.073,-0.004114
2026-06-16 17:41:38.204427,0.175657,-0.073,-0.004114
2026-06-16 17:41:38.232737,0.174743,-0.055,0.000817
2026-06-16 17:41:38.265965,0.175657,-0.073,-0.000168
2026-06-16 17:41:38.296000,0.174743,-0.055,0.000817
2026-06-16 17:41:38.329247,0.173778,-0.036,0.005742
2026-06-16 17:41:38.363506,0.173778,-0.036,0.005742
2026-06-16 17:41:38.407198,0.174743,-0.055,0.004734
2026-06-16 17:41:38.435679,0.176621,-0.092,0.00277
2026-06-16 17:41:38.462639,0.175657,-0.073,0.007725
2026-06-16 17:41:38.495546,0.174743,-0.055,0.008651
2026-06-16 17:41:38.532875,0.174743,-0.055,0.012567
2026-06-16 17:41:38.565370,0.176621,-0.092,0.014703
2026-06-16 17:41:38.595287,0.1752,-0.064,0.016051
2026-06-16 17:41:38.629414,0.174235,-0.045,0.024766
2026-06-16 17:41:38.666332,0.174235,-0.045,0.028667
2026-06-16 17:41:38.694637,0.173778,-0.036,0.032941
2026-06-16 17:41:38.730343,0.1752,-0.064,0.031777
2026-06-16 17:41:38.763099,0.174235,-0.045,0.036468
2026-06-16 17:41:38.802316,0.175657,-0.073,0.035349
2026-06-16 17:41:38.828958,0.173778,-0.036,0.036827
2026-06-16 17:41:38.862518,0.170831,-0.055,0.039985
2026-06-16 17:41:38.895831,0.169898,-0.036,0.040712
2026-06-16 17:41:38.932958,0.169898,-0.036,0.040712
2026-06-16 17:41:38.963919,0.17034,-0.045,0.044268
2026-06-16 17:41:38.997201,0.174235,-0.045,0.048169
2026-06-16 17:41:39.032055,0.17034,-0.045,0.048169
2026-06-16 17:41:39.069742,0.170831,-0.055,0.047819
2026-06-16 17:41:39.098079,0.170831,-0.055,0.051735
2026-06-16 17:41:39.132338,0.170831,-0.055,0.051735
2026-06-16 17:41:39.165968,0.169898,-0.036,0.056255
2026-06-16 17:41:39.202298,0.170831,-0.055,0.055652
2026-06-16 17:41:39.235477,0.171274,-0.064,0.059298
2026-06-16 17:41:39.269576,0.172207,-0.083,0.058727
2026-06-16 17:41:39.301334,0.166018,-0.036,0.06014
2026-06-16 17:41:39.338644,0.167775,-0.073,0.062974
2026-06-16 17:41:39.372963,0.166018,-0.036,0.064026
2026-06-16 17:41:39.406495,0.166018,-0.036,0.064026
2026-06-16 17:41:39.442516,0.16825,-0.083,0.066653
2026-06-16 17:41:39.488920,0.166018,-0.036,0.067912
2026-06-16 17:41:39.521169,0.168677,-0.092,0.070389
2026-06-16 17:41:39.569623,0.164308,-0.0,0.076529
2026-06-16 17:41:39.607402,0.165163,-0.018,0.076106
2026-06-16 17:41:39.642058,0.165163,-0.018,0.079962
2026-06-16 17:41:39.673997,0.172429,-0.171,0.080725
2026-06-16 17:41:39.720838,0.167775,-0.073,0.082706
2026-06-16 17:41:39.756255,0.168677,-0.092,0.082322
2026-06-16 17:41:39.787659,0.168677,-0.092,0.086299
2026-06-16 17:41:39.821743,0.164735,-0.009,0.087841
2026-06-16 17:41:39.851506,0.16255,-0.045,0.087172
2026-06-16 17:41:39.889308,0.167775,-0.073,0.086652
2026-06-16 17:41:39.918490,0.16559,-0.027,0.087507
2026-06-16 17:41:39.956416,0.158515,0.043,0.092562
2026-06-16 17:41:39.990640,0.161312,-0.018,0.09153
2026-06-16 17:41:40.020726,0.158928,0.034,0.096181
2026-06-16 17:41:40.048703,0.16012,0.008,0.099596
2026-06-16 17:41:40.079263,0.158928,0.034,0.099951
